Mod:Item:MetaData, Localized Name
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fАзот§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fДиоксид азота§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fКалий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fКремний§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНатрий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fПероксодисульфат натрия§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fТритий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fВольфрам§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fУглерод§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fУглеродное волокно§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНитроуглерод§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСера§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСульфид натрия§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fДизель§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНитродизель§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНефть§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСерная кислота§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСжатый воздух§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭлектролизованная вода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fДистиллированная вода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fКислород§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fВодород§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fДейтерий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fТритий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fГелий-3§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fГелий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЖидкий гелий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНейтронная жидкость§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fМетанол§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРадужная жидкость§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fАзот§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fФтор§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fУглекислый газ§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fМонооксид углерода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭтилен§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fФторметан§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fАммиак§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fДифторид кислорода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fДиборан§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fДиоксид серы§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fТриоксид серы§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fПлавиковая кислота§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fБорная кислота§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСерная кислота§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРаствор нитрида бора§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fФлюоритовая вода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРаствор сульфата кальция§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРаствор фторида натрия§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРаствор фторида калия§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРаствор гидроксида натрия§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРаствор гидроксида калия§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fШоколадный ликер§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fКокосовое масло§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРасплавленный несладкий шоколад§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРасплавленный темный шоколад§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРасплавленный молочный шоколад§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРасплавленный сахар§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРасплавленный желатин§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fГидратированный желатин§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЖидкий зефир§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fПар высокого давления§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fВыхлопной пар§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fПар низкого давления§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fНизкокачественный пар§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fРазогретая вода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fКонденсатная вода§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fСтандартный охладитель§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектический натрий-калиевый сплав§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Редстоун§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Кварц§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Золото§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Светокамень§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Лазурит§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Алмаз§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Гелий§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Эндер§f)
thebetweenlands:bl_bucket:0, Ведро из сорного дерева (§fЭвтектическая смесь НаК-Криотиум§f)
